turn,mean_cumulative_sentiment,sem
1,-0.26242,0.2336312530463337
2,-0.12796000000000002,0.20214734935190223
3,0.000806666666666661,0.1305834851732791
4,0.070795,0.13152856115688333
5,0.10003599999999999,0.10919473785856165
6,0.07596333333333334,0.1344820779467989
7,0.08102857142857142,0.13882219416158476
8,0.046445,0.14376519694670542
9,0.043122222222222235,0.162280216726318
10,0.018819999999999993,0.18268571994001062
