turn,mean_cumulative_sentiment,sem
1,-0.26242,0.2336312530463337
2,0.07672000000000001,0.16909578099408631
3,0.13398000000000002,0.10506002231528837
4,0.16790500000000003,0.07955994296755121
5,0.191992,0.07193682105848159
6,0.2075266666666667,0.07731866897601267
7,0.18535142857142858,0.07412297388221048
8,0.13295250000000003,0.09211358625021067
9,0.13157555555555556,0.105230443794724
10,0.085736,0.1157036350163641
