turn,mean_cumulative_sentiment,sem
1,-0.26242,0.2336312530463337
2,0.16497,0.14798235418454458
3,0.32525333333333334,0.11378620283477059
4,0.46104,0.0820396072790454
5,0.500364,0.07422231615895586
6,0.5418000000000001,0.07196762138474341
7,0.5384485714285715,0.06147856098856323
8,0.5438525000000001,0.0830667921577269
9,0.560051111111111,0.0857154068436379
10,0.5622400000000001,0.0777845575291137
