turn,mean_cumulative_sentiment,sem
1,-0.26242,0.2336312530463337
2,-0.08075000000000003,0.1745138626298782
3,-0.017533333333333356,0.15879797122969383
4,0.03377999999999999,0.11652932420639879
5,0.044979999999999985,0.07613965983638225
6,0.08458,0.06097153374959317
7,0.02188571428571428,0.08151441152160939
8,0.034475,0.084784361212726
9,0.09992888888888889,0.08262750525515918
10,0.095068,0.08746142380501247
