source,relation,target
247619007,INTERPRETS,311465003
247619007,INTERPRETS,3850002
225436004,IS_A,247619007
225436004,INTERPRETS,311465003
225436004,INTERPRETS,3850002
225442000,IS_A,247619007
225442000,INTERPRETS,311465003
225442000,INTERPRETS,3850002
225441007,IS_A,225442000
225441007,INTERPRETS,311465003
225441007,INTERPRETS,3850002
225447006,IS_A,247619007
225447006,INTERPRETS,311465003
225447006,INTERPRETS,3850002
247695002,IS_A,247619007
247695002,INTERPRETS,311465003
247695002,INTERPRETS,3850002
307078008,IS_A,247695002
307078008,IS_A,2073000
307078008,INTERPRETS,311465003
307078008,INTERPRETS,424682006
307078008,INTERPRETS,3850002
276236009,IS_A,307078008
276236009,INTERPRETS,311465003
276236009,INTERPRETS,424682006
276236009,INTERPRETS,3850002
276237000,IS_A,307078008
276237000,INTERPRETS,311465003
276237000,INTERPRETS,424682006
276237000,INTERPRETS,3850002
276238005,IS_A,307078008
276238005,INTERPRETS,311465003
276238005,INTERPRETS,424682006
276238005,INTERPRETS,3850002
276240000,IS_A,307078008
276240000,INTERPRETS,311465003
276240000,INTERPRETS,424682006
276240000,INTERPRETS,3850002
50543005,IS_A,247695002
50543005,IS_A,55956009
50543005,INTERPRETS,311465003
50543005,INTERPRETS,3850002
86917003,IS_A,247695002
86917003,IS_A,55956009
86917003,INTERPRETS,311465003
86917003,INTERPRETS,3850002
87076008,IS_A,55956009
87076008,IS_A,247695002
87076008,INTERPRETS,311465003
87076008,INTERPRETS,3850002
26628009,IS_A,247619007
26628009,INTERPRETS,311465003
26628009,INTERPRETS,3850002
2496007,IS_A,26628009
2496007,INTERPRETS,311465003
2496007,INTERPRETS,3850002
163929006,IS_A,271880003
163929006,IS_A,2496007
163929006,INTERPRETS,311465003
163929006,INTERPRETS,3850002
55640002,IS_A,26628009
55640002,INTERPRETS,311465003
55640002,INTERPRETS,3850002
55956009,IS_A,26628009
55956009,INTERPRETS,311465003
55956009,INTERPRETS,3850002
112088009,IS_A,55956009
112088009,INTERPRETS,311465003
112088009,INTERPRETS,3850002
42688000,IS_A,55956009
42688000,INTERPRETS,311465003
42688000,INTERPRETS,3850002
225001006,IS_A,42688000
225001006,IS_A,247632002
225001006,INTERPRETS,311465003
225001006,INTERPRETS,3850002
247634001,IS_A,42688000
247634001,IS_A,247632002
247634001,INTERPRETS,311465003
247634001,INTERPRETS,3850002
247635000,IS_A,247632002
247635000,IS_A,42688000
247635000,IS_A,248094001
247635000,INTERPRETS,311465003
247635000,INTERPRETS,364644000
247635000,INTERPRETS,248093007
247635000,INTERPRETS,3850002
247636004,IS_A,42688000
247636004,IS_A,247632002
247636004,INTERPRETS,311465003
247636004,INTERPRETS,3850002
247637008,IS_A,247636004
247637008,INTERPRETS,311465003
247637008,INTERPRETS,3850002
247638003,IS_A,247636004
247638003,INTERPRETS,311465003
247638003,INTERPRETS,3850002
276360005,IS_A,247636004
276360005,INTERPRETS,311465003
276360005,INTERPRETS,3850002
247776002,IS_A,42688000
247776002,IS_A,247632002
247776002,INTERPRETS,311465003
247776002,INTERPRETS,3850002
276303005,IS_A,247776002
276303005,INTERPRETS,311465003
276303005,INTERPRETS,3850002
276304004,IS_A,247776002
276304004,INTERPRETS,311465003
276304004,INTERPRETS,3850002
276305003,IS_A,247776002
276305003,INTERPRETS,311465003
276305003,INTERPRETS,3850002
44906001,IS_A,55956009
44906001,INTERPRETS,311465003
44906001,INTERPRETS,3850002
50532002,IS_A,55956009
50532002,INTERPRETS,311465003
50532002,INTERPRETS,3850002
53297005,IS_A,55956009
53297005,INTERPRETS,311465003
53297005,INTERPRETS,3850002
56435009,IS_A,55956009
56435009,IS_A,365287004
56435009,INTERPRETS,281133001
56435009,INTERPRETS,311465003
56435009,INTERPRETS,247642000
56435009,INTERPRETS,3850002
71426002,IS_A,55956009
71426002,INTERPRETS,311465003
71426002,INTERPRETS,3850002
79427009,IS_A,55956009
79427009,INTERPRETS,311465003
79427009,INTERPRETS,3850002
83507006,IS_A,55956009
83507006,INTERPRETS,311465003
83507006,INTERPRETS,3850002
225445003,IS_A,83507006
225445003,INTERPRETS,311465003
225445003,INTERPRETS,3850002
225449009,IS_A,83507006
225449009,INTERPRETS,311465003
225449009,INTERPRETS,3850002
225661009,IS_A,83507006
225661009,INTERPRETS,311465003
225661009,INTERPRETS,3850002
225446002,IS_A,225661009
225446002,INTERPRETS,311465003
225446002,INTERPRETS,3850002
285276000,IS_A,225661009
285276000,INTERPRETS,311465003
285276000,INTERPRETS,3850002
247621002,IS_A,83507006
247621002,INTERPRETS,311465003
247621002,INTERPRETS,3850002
247632002,IS_A,83507006
247632002,INTERPRETS,311465003
247632002,INTERPRETS,3850002
247633007,IS_A,247632002
247633007,INTERPRETS,311465003
247633007,INTERPRETS,3850002
247651008,IS_A,83507006
247651008,INTERPRETS,311465003
247651008,INTERPRETS,3850002
247652001,IS_A,247651008
247652001,IS_A,365964003
247652001,INTERPRETS,311465003
247652001,INTERPRETS,364644000
247652001,INTERPRETS,248093007
247652001,INTERPRETS,3850002
285268002,IS_A,285263006
285268002,IS_A,247652001
285268002,INTERPRETS,311465003
285268002,INTERPRETS,364644000
285268002,INTERPRETS,248093007
285268002,INTERPRETS,3850002
285269005,IS_A,285268002
285269005,INTERPRETS,311465003
285269005,INTERPRETS,364644000
285269005,INTERPRETS,248093007
285269005,INTERPRETS,3850002
247653006,IS_A,83507006
247653006,INTERPRETS,311465003
247653006,INTERPRETS,3850002
247654000,IS_A,83507006
247654000,INTERPRETS,311465003
247654000,INTERPRETS,3850002
247655004,IS_A,83507006
247655004,INTERPRETS,311465003
247655004,INTERPRETS,3850002
247658002,IS_A,83507006
247658002,INTERPRETS,311465003
247658002,INTERPRETS,3850002
247624005,IS_A,247658002
247624005,INTERPRETS,311465003
247624005,INTERPRETS,3850002
285261008,IS_A,83507006
285261008,INTERPRETS,311465003
285261008,INTERPRETS,3850002
285262001,IS_A,285261008
285262001,INTERPRETS,311465003
285262001,INTERPRETS,3850002
285263006,IS_A,285261008
285263006,INTERPRETS,311465003
285263006,INTERPRETS,3850002
225450009,IS_A,285263006
225450009,IS_A,424241004
225450009,INTERPRETS,311465003
225450009,INTERPRETS,363896009
225450009,INTERPRETS,3850002
285267007,IS_A,285263006
285267007,INTERPRETS,311465003
285267007,INTERPRETS,3850002
285264000,IS_A,285261008
285264000,INTERPRETS,311465003
285264000,INTERPRETS,3850002
285265004,IS_A,285261008
285265004,INTERPRETS,311465003
285265004,INTERPRETS,3850002
285270006,IS_A,285265004
285270006,INTERPRETS,311465003
285270006,INTERPRETS,3850002
285271005,IS_A,285265004
285271005,INTERPRETS,311465003
285271005,INTERPRETS,3850002
285272003,IS_A,285265004
285272003,INTERPRETS,311465003
285272003,INTERPRETS,3850002
285273008,IS_A,285272003
285273008,INTERPRETS,311465003
285273008,INTERPRETS,3850002
285274002,IS_A,285265004
285274002,INTERPRETS,311465003
285274002,INTERPRETS,3850002
285266003,IS_A,285261008
285266003,IS_A,7684004
285266003,INTERPRETS,247659005
285266003,INTERPRETS,311465003
285266003,INTERPRETS,247642000
285266003,INTERPRETS,3850002
285275001,IS_A,285266003
285275001,INTERPRETS,247659005
285275001,INTERPRETS,311465003
285275001,INTERPRETS,247642000
285275001,INTERPRETS,3850002
162314006,IS_A,285261008
162314006,INTERPRETS,311465003
162314006,INTERPRETS,3850002
102911000,IS_A,162314006
102911000,INTERPRETS,311465003
102911000,INTERPRETS,3850002
6471006,IS_A,102911000
6471006,INTERPRETS,311465003
6471006,INTERPRETS,3850002
247650009,IS_A,6471006
247650009,INTERPRETS,311465003
247650009,INTERPRETS,3850002
304594002,IS_A,6471006
304594002,INTERPRETS,311465003
304594002,INTERPRETS,3850002
267073005,IS_A,304594002
267073005,INTERPRETS,311465003
267073005,INTERPRETS,3850002
425104003,IS_A,844005
425104003,IS_A,304594002
425104003,INTERPRETS,405070001
425104003,INTERPRETS,311465003
425104003,INTERPRETS,3850002
711561004,IS_A,425104003
711561004,INTERPRETS,311465003
711561004,INTERPRETS,405070001
711561004,INTERPRETS,3850002
401229000,IS_A,102911000
401229000,INTERPRETS,311465003
401229000,INTERPRETS,3850002
401230005,IS_A,401229000
401230005,INTERPRETS,311465003
401230005,INTERPRETS,3850002
401231009,IS_A,401229000
401231009,INTERPRETS,311465003
401231009,INTERPRETS,3850002
14003003,IS_A,83507006
14003003,INTERPRETS,311465003
14003003,INTERPRETS,3850002
2073000,IS_A,83507006
2073000,INTERPRETS,311465003
2073000,INTERPRETS,424682006
2073000,INTERPRETS,3850002
225452001,IS_A,2073000
225452001,INTERPRETS,311465003
225452001,INTERPRETS,424682006
225452001,INTERPRETS,3850002
216004,IS_A,225452001
216004,INTERPRETS,311465003
216004,INTERPRETS,424682006
216004,INTERPRETS,3850002
225451008,IS_A,216004
225451008,INTERPRETS,311465003
225451008,INTERPRETS,424682006
225451008,INTERPRETS,3850002
225660005,IS_A,216004
225660005,INTERPRETS,311465003
225660005,INTERPRETS,424682006
225660005,INTERPRETS,3850002
247667002,IS_A,2073000
247667002,INTERPRETS,311465003
247667002,INTERPRETS,424682006
247667002,INTERPRETS,3850002
247668007,IS_A,247667002
247668007,INTERPRETS,311465003
247668007,INTERPRETS,424682006
247668007,INTERPRETS,3850002
247669004,IS_A,247667002
247669004,INTERPRETS,311465003
247669004,INTERPRETS,424682006
247669004,INTERPRETS,3850002
247670003,IS_A,247667002
247670003,INTERPRETS,311465003
247670003,INTERPRETS,424682006
247670003,INTERPRETS,3850002
247671004,IS_A,2073000
247671004,INTERPRETS,311465003
247671004,INTERPRETS,424682006
247671004,INTERPRETS,3850002
247683002,IS_A,2073000
247683002,INTERPRETS,311465003
247683002,INTERPRETS,424682006
247683002,INTERPRETS,3850002
247684008,IS_A,2073000
247684008,INTERPRETS,311465003
247684008,INTERPRETS,424682006
247684008,INTERPRETS,3850002
247686005,IS_A,247684008
247686005,INTERPRETS,311465003
247686005,INTERPRETS,424682006
247686005,INTERPRETS,3850002
247688006,IS_A,2073000
247688006,INTERPRETS,311465003
247688006,INTERPRETS,424682006
247688006,INTERPRETS,3850002
89809008,IS_A,247688006
89809008,INTERPRETS,311465003
89809008,INTERPRETS,424682006
89809008,INTERPRETS,3850002
247689003,IS_A,247688006
247689003,INTERPRETS,311465003
247689003,INTERPRETS,424682006
247689003,INTERPRETS,3850002
276243003,IS_A,2073000
276243003,INTERPRETS,311465003
276243003,INTERPRETS,424682006
276243003,INTERPRETS,3850002
285277009,IS_A,2073000
285277009,INTERPRETS,311465003
285277009,INTERPRETS,424682006
285277009,INTERPRETS,3850002
12332005,IS_A,2073000
12332005,INTERPRETS,311465003
12332005,INTERPRETS,424682006
12332005,INTERPRETS,3850002
28116007,IS_A,2073000
28116007,INTERPRETS,311465003
28116007,INTERPRETS,424682006
28116007,INTERPRETS,3850002
247691006,IS_A,28116007
247691006,INTERPRETS,311465003
247691006,INTERPRETS,424682006
247691006,INTERPRETS,3850002
247692004,IS_A,28116007
247692004,INTERPRETS,311465003
247692004,INTERPRETS,424682006
247692004,INTERPRETS,3850002
247693009,IS_A,28116007
247693009,INTERPRETS,311465003
247693009,INTERPRETS,424682006
247693009,INTERPRETS,3850002
3185000,IS_A,2073000
3185000,INTERPRETS,311465003
3185000,INTERPRETS,424682006
3185000,INTERPRETS,3850002
40277007,IS_A,2073000
40277007,INTERPRETS,311465003
40277007,INTERPRETS,424682006
40277007,INTERPRETS,3850002
41189006,IS_A,2073000
41189006,INTERPRETS,311465003
41189006,INTERPRETS,424682006
41189006,INTERPRETS,3850002
53108004,IS_A,2073000
53108004,INTERPRETS,311465003
53108004,INTERPRETS,424682006
53108004,INTERPRETS,3850002
53138005,IS_A,2073000
53138005,INTERPRETS,311465003
53138005,INTERPRETS,424682006
53138005,INTERPRETS,3850002
58585005,IS_A,2073000
58585005,INTERPRETS,311465003
58585005,INTERPRETS,424682006
58585005,INTERPRETS,3850002
64514005,IS_A,2073000
64514005,INTERPRETS,311465003
64514005,INTERPRETS,424682006
64514005,INTERPRETS,3850002
247680004,IS_A,64514005
247680004,INTERPRETS,311465003
247680004,INTERPRETS,424682006
247680004,INTERPRETS,3850002
247675008,IS_A,64514005
247675008,INTERPRETS,311465003
247675008,INTERPRETS,424682006
247675008,INTERPRETS,3850002
247676009,IS_A,64514005
247676009,INTERPRETS,311465003
247676009,INTERPRETS,424682006
247676009,INTERPRETS,3850002
247677000,IS_A,64514005
247677000,INTERPRETS,311465003
247677000,INTERPRETS,424682006
247677000,INTERPRETS,3850002
247678005,IS_A,64514005
247678005,INTERPRETS,311465003
247678005,INTERPRETS,424682006
247678005,INTERPRETS,3850002
247696001,IS_A,64514005
247696001,INTERPRETS,311465003
247696001,INTERPRETS,424682006
247696001,INTERPRETS,3850002
67348001,IS_A,2073000
67348001,INTERPRETS,311465003
67348001,INTERPRETS,424682006
67348001,INTERPRETS,3850002
77303001,IS_A,2073000
77303001,INTERPRETS,311465003
77303001,INTERPRETS,424682006
77303001,INTERPRETS,3850002
247687001,IS_A,77303001
247687001,INTERPRETS,311465003
247687001,INTERPRETS,424682006
247687001,INTERPRETS,3850002
82791007,IS_A,2073000
82791007,INTERPRETS,311465003
82791007,INTERPRETS,424682006
82791007,INTERPRETS,3850002
82870007,IS_A,2073000
82870007,INTERPRETS,311465003
82870007,INTERPRETS,424682006
82870007,INTERPRETS,3850002
8330006,IS_A,2073000
8330006,INTERPRETS,311465003
8330006,INTERPRETS,424682006
8330006,INTERPRETS,3850002
247679002,IS_A,2073000
247679002,INTERPRETS,311465003
247679002,INTERPRETS,424682006
247679002,INTERPRETS,3850002
424040008,IS_A,2073000
424040008,INTERPRETS,311465003
424040008,INTERPRETS,424682006
424040008,INTERPRETS,3850002
78205008,IS_A,83507006
78205008,INTERPRETS,311465003
78205008,INTERPRETS,3850002
162315007,IS_A,78205008
162315007,INTERPRETS,311465003
162315007,INTERPRETS,3850002
712759008,IS_A,78205008
712759008,INTERPRETS,311465003
712759008,INTERPRETS,3850002
81215003,IS_A,83507006
81215003,INTERPRETS,311465003
81215003,INTERPRETS,3850002
86110000,IS_A,83507006
86110000,INTERPRETS,311465003
86110000,INTERPRETS,3850002
67698009,IS_A,86110000
67698009,INTERPRETS,311465003
67698009,INTERPRETS,3850002
247879004,IS_A,67698009
247879004,INTERPRETS,311465003
247879004,INTERPRETS,3850002
247880001,IS_A,247879004
247880001,INTERPRETS,311465003
247880001,INTERPRETS,3850002
247881002,IS_A,247879004
247881002,INTERPRETS,311465003
247881002,INTERPRETS,3850002
247882009,IS_A,247879004
247882009,INTERPRETS,311465003
247882009,INTERPRETS,3850002
247883004,IS_A,67698009
247883004,INTERPRETS,311465003
247883004,INTERPRETS,3850002
247884005,IS_A,247883004
247884005,INTERPRETS,311465003
247884005,INTERPRETS,3850002
271559000,IS_A,67698009
271559000,INTERPRETS,311465003
271559000,INTERPRETS,3850002
247876006,IS_A,271559000
247876006,INTERPRETS,311465003
247876006,INTERPRETS,3850002
247878007,IS_A,271559000
247878007,INTERPRETS,311465003
247878007,INTERPRETS,3850002
271953006,IS_A,67698009
271953006,INTERPRETS,311465003
271953006,INTERPRETS,3850002
247877002,IS_A,271953006
247877002,INTERPRETS,311465003
247877002,INTERPRETS,3850002
247872008,IS_A,67698009
247872008,INTERPRETS,311465003
247872008,INTERPRETS,3850002
247873003,IS_A,247872008
247873003,INTERPRETS,311465003
247873003,INTERPRETS,3850002
247874009,IS_A,247872008
247874009,INTERPRETS,311465003
247874009,INTERPRETS,3850002
247875005,IS_A,247872008
247875005,INTERPRETS,311465003
247875005,INTERPRETS,3850002
247885006,IS_A,67698009
247885006,INTERPRETS,311465003
247885006,INTERPRETS,3850002
247631009,IS_A,86110000
247631009,INTERPRETS,311465003
247631009,INTERPRETS,3850002
86597007,IS_A,83507006
86597007,IS_A,41591006
86597007,INTERPRETS,311465003
86597007,INTERPRETS,247642000
86597007,INTERPRETS,3850002
247623004,IS_A,83507006
247623004,INTERPRETS,311465003
247623004,INTERPRETS,3850002
365309002,IS_A,83507006
365309002,INTERPRETS,247659005
365309002,INTERPRETS,311465003
365309002,INTERPRETS,3850002
225448001,IS_A,365309002
225448001,INTERPRETS,247659005
225448001,INTERPRETS,311465003
225448001,INTERPRETS,3850002
40077001,IS_A,41591006
40077001,IS_A,365309002
40077001,INTERPRETS,247659005
40077001,INTERPRETS,311465003
40077001,INTERPRETS,247642000
40077001,INTERPRETS,3850002
7684004,IS_A,365309002
7684004,IS_A,41591006
7684004,INTERPRETS,247659005
7684004,INTERPRETS,311465003
7684004,INTERPRETS,247642000
7684004,INTERPRETS,3850002
285294006,IS_A,7684004
285294006,INTERPRETS,247659005
285294006,INTERPRETS,311465003
285294006,INTERPRETS,247642000
285294006,INTERPRETS,3850002
285295007,IS_A,7684004
285295007,INTERPRETS,247659005
285295007,INTERPRETS,311465003
285295007,INTERPRETS,247642000
285295007,INTERPRETS,3850002
417233008,IS_A,83507006
417233008,INTERPRETS,311465003
417233008,INTERPRETS,3850002
365252004,IS_A,247619007
365252004,INTERPRETS,247642000
365252004,INTERPRETS,311465003
365252004,INTERPRETS,3850002
311535006,IS_A,365252004
311535006,INTERPRETS,247642000
311535006,INTERPRETS,311465003
311535006,INTERPRETS,3850002
78633001,IS_A,365252004
78633001,INTERPRETS,311465003
78633001,INTERPRETS,247642000
78633001,INTERPRETS,3850002
247643005,IS_A,365252004
247643005,INTERPRETS,247642000
247643005,INTERPRETS,311465003
247643005,INTERPRETS,3850002
247646002,IS_A,365252004
247646002,INTERPRETS,247642000
247646002,INTERPRETS,311465003
247646002,INTERPRETS,3850002
365264007,IS_A,365252004
365264007,INTERPRETS,247625006
365264007,INTERPRETS,311465003
365264007,INTERPRETS,247642000
365264007,INTERPRETS,3850002
2899008,IS_A,365264007
2899008,IS_A,41591006
2899008,INTERPRETS,247625006
2899008,INTERPRETS,311465003
2899008,INTERPRETS,247642000
2899008,INTERPRETS,3850002
365276007,IS_A,365264007
365276007,INTERPRETS,247626007
365276007,INTERPRETS,311465003
365276007,INTERPRETS,247642000
365276007,INTERPRETS,3850002
247627003,IS_A,365276007
247627003,INTERPRETS,247626007
247627003,INTERPRETS,311465003
247627003,INTERPRETS,247642000
247627003,INTERPRETS,3850002
285242009,IS_A,247627003
285242009,INTERPRETS,247626007
285242009,INTERPRETS,311465003
285242009,INTERPRETS,247642000
285242009,INTERPRETS,3850002
285243004,IS_A,247627003
285243004,INTERPRETS,247626007
285243004,INTERPRETS,311465003
285243004,INTERPRETS,247642000
285243004,INTERPRETS,3850002
51474003,IS_A,365276007
51474003,IS_A,41591006
51474003,INTERPRETS,247626007
51474003,INTERPRETS,311465003
51474003,INTERPRETS,247642000
51474003,INTERPRETS,3850002
365287004,IS_A,365264007
365287004,INTERPRETS,281133001
365287004,INTERPRETS,311465003
365287004,INTERPRETS,247642000
365287004,INTERPRETS,3850002
247620001,IS_A,365287004
247620001,INTERPRETS,281133001
247620001,INTERPRETS,311465003
247620001,INTERPRETS,247642000
247620001,INTERPRETS,3850002
247630005,IS_A,247620001
247630005,INTERPRETS,281133001
247630005,INTERPRETS,311465003
247630005,INTERPRETS,247642000
247630005,INTERPRETS,3850002
365298003,IS_A,365252004
365298003,INTERPRETS,247639006
365298003,INTERPRETS,311465003
365298003,INTERPRETS,247642000
365298003,INTERPRETS,3850002
247640008,IS_A,365298003
247640008,INTERPRETS,247639006
247640008,INTERPRETS,311465003
247640008,INTERPRETS,247642000
247640008,INTERPRETS,3850002
247641007,IS_A,247640008
247641007,INTERPRETS,247639006
247641007,INTERPRETS,311465003
247641007,INTERPRETS,247642000
247641007,INTERPRETS,3850002
41591006,IS_A,365252004
41591006,INTERPRETS,311465003
41591006,INTERPRETS,247642000
41591006,INTERPRETS,3850002
102910004,IS_A,41591006
102910004,INTERPRETS,311465003
102910004,INTERPRETS,247642000
102910004,INTERPRETS,3850002
247648001,IS_A,41591006
247648001,INTERPRETS,311465003
247648001,INTERPRETS,247642000
247648001,INTERPRETS,3850002
18343006,IS_A,247648001
18343006,INTERPRETS,311465003
18343006,INTERPRETS,247642000
18343006,INTERPRETS,3850002
9288000,IS_A,247648001
9288000,INTERPRETS,311465003
9288000,INTERPRETS,247642000
9288000,INTERPRETS,3850002
20517006,IS_A,41591006
20517006,INTERPRETS,311465003
20517006,INTERPRETS,247642000
20517006,INTERPRETS,3850002
25462005,IS_A,246654007
25462005,IS_A,41591006
25462005,INTERPRETS,246646005
25462005,INTERPRETS,311465003
25462005,INTERPRETS,247642000
25462005,INTERPRETS,3850002
26243003,IS_A,41591006
26243003,INTERPRETS,311465003
26243003,INTERPRETS,247642000
26243003,INTERPRETS,3850002
30199009,IS_A,41591006
30199009,INTERPRETS,311465003
30199009,INTERPRETS,247642000
30199009,INTERPRETS,3850002
34883005,IS_A,41591006
34883005,INTERPRETS,311465003
34883005,INTERPRETS,247642000
34883005,INTERPRETS,3850002
39416002,IS_A,41591006
39416002,INTERPRETS,311465003
39416002,INTERPRETS,247642000
39416002,INTERPRETS,3850002
40907002,IS_A,41591006
40907002,IS_A,289198005
40907002,INTERPRETS,311465003
40907002,INTERPRETS,364644000
40907002,INTERPRETS,247642000
40907002,INTERPRETS,3850002
40907002,INTERPRETS,363915008
41435003,IS_A,41591006
41435003,INTERPRETS,311465003
41435003,INTERPRETS,247642000
41435003,INTERPRETS,3850002
55346003,IS_A,41435003
55346003,INTERPRETS,311465003
55346003,INTERPRETS,247642000
55346003,INTERPRETS,3850002
65135009,IS_A,55346003
65135009,INTERPRETS,311465003
65135009,INTERPRETS,247642000
65135009,INTERPRETS,3850002
4364002,IS_A,41591006
4364002,INTERPRETS,311465003
4364002,INTERPRETS,247642000
4364002,INTERPRETS,3850002
44515000,IS_A,41591006
44515000,IS_A,106133000
44515000,INTERPRETS,311465003
44515000,INTERPRETS,364644000
44515000,INTERPRETS,247642000
44515000,INTERPRETS,3850002
44515000,INTERPRETS,363915008
54501006,IS_A,41591006
54501006,IS_A,289198005
54501006,INTERPRETS,311465003
54501006,INTERPRETS,364644000
54501006,INTERPRETS,247642000
54501006,INTERPRETS,3850002
54501006,INTERPRETS,363915008
61861001,IS_A,41591006
61861001,INTERPRETS,311465003
61861001,INTERPRETS,247642000
61861001,INTERPRETS,3850002
64336009,IS_A,41591006
64336009,INTERPRETS,311465003
64336009,INTERPRETS,247642000
64336009,INTERPRETS,3850002
71573006,IS_A,365342001
71573006,IS_A,41591006
71573006,INTERPRETS,285244005
71573006,INTERPRETS,311465003
71573006,INTERPRETS,247642000
71573006,INTERPRETS,3850002
74396008,IS_A,41591006
74396008,INTERPRETS,311465003
74396008,INTERPRETS,247642000
74396008,INTERPRETS,3850002
7865000,IS_A,41591006
7865000,INTERPRETS,311465003
7865000,INTERPRETS,247642000
7865000,INTERPRETS,3850002
88293003,IS_A,41591006
88293003,INTERPRETS,311465003
88293003,INTERPRETS,247642000
88293003,INTERPRETS,3850002
365331005,IS_A,41591006
365331005,IS_A,118228005
365331005,INTERPRETS,363878000
365331005,INTERPRETS,247642000
365331005,INTERPRETS,3850002
247657007,IS_A,365331005
247657007,INTERPRETS,363878000
247657007,INTERPRETS,247642000
247657007,INTERPRETS,3850002
424100000,IS_A,365331005
424100000,INTERPRETS,363878000
424100000,INTERPRETS,247642000
424100000,INTERPRETS,3850002
716454002,IS_A,365252004
716454002,INTERPRETS,3850002
716454002,INTERPRETS,247642000
716454002,INTERPRETS,311465003
365320002,IS_A,247619007
365320002,INTERPRETS,247660000
365320002,INTERPRETS,311465003
365320002,INTERPRETS,3850002
285257002,IS_A,365320002
285257002,INTERPRETS,247660000
285257002,INTERPRETS,311465003
285257002,INTERPRETS,3850002
247661001,IS_A,285257002
247661001,INTERPRETS,247660000
247661001,INTERPRETS,311465003
247661001,INTERPRETS,3850002
247662008,IS_A,285257002
247662008,INTERPRETS,247660000
247662008,INTERPRETS,311465003
247662008,INTERPRETS,3850002
365342001,IS_A,247619007
365342001,INTERPRETS,285244005
365342001,INTERPRETS,311465003
365342001,INTERPRETS,3850002
285246007,IS_A,365342001
285246007,INTERPRETS,285244005
285246007,INTERPRETS,311465003
285246007,INTERPRETS,3850002
285248008,IS_A,365342001
285248008,INTERPRETS,285244005
285248008,INTERPRETS,311465003
285248008,INTERPRETS,3850002
285249000,IS_A,365342001
285249000,INTERPRETS,285244005
285249000,INTERPRETS,311465003
285249000,INTERPRETS,3850002
365353007,IS_A,247619007
365353007,IS_A,118228005
365353007,INTERPRETS,285258007
365353007,INTERPRETS,311465003
365353007,INTERPRETS,3850002
365364005,IS_A,365353007
365364005,INTERPRETS,285250000
365364005,INTERPRETS,311465003
365364005,INTERPRETS,3850002
285252008,IS_A,365364005
285252008,INTERPRETS,285250000
285252008,INTERPRETS,311465003
285252008,INTERPRETS,3850002
285255005,IS_A,285252008
285255005,IS_A,285286004
285255005,INTERPRETS,285250000
285255005,INTERPRETS,311465003
285255005,INTERPRETS,285259004
285255005,INTERPRETS,3850002
365375009,IS_A,365353007
365375009,INTERPRETS,285259004
365375009,INTERPRETS,311465003
365375009,INTERPRETS,3850002
247887003,IS_A,365375009
247887003,INTERPRETS,285259004
247887003,INTERPRETS,311465003
247887003,INTERPRETS,3850002
285286004,IS_A,247887003
285286004,IS_A,56895003
285286004,INTERPRETS,285259004
285286004,INTERPRETS,311465003
285286004,INTERPRETS,3850002
225437008,IS_A,247619007
225437008,INTERPRETS,311465003
225437008,INTERPRETS,3850002
365672004,IS_A,373930000
365672004,IS_A,118228005
365672004,INTERPRETS,304641000
365672004,INTERPRETS,311465003
365672004,INTERPRETS,3850002
110355003,IS_A,365672004
110355003,IS_A,386806002
110355003,INTERPRETS,304641000
110355003,INTERPRETS,311465003
110355003,INTERPRETS,3850002
304642007,IS_A,365672004
304642007,INTERPRETS,304641000
304642007,INTERPRETS,311465003
304642007,INTERPRETS,3850002
304660007,IS_A,365693001
304660007,IS_A,304642007
304660007,INTERPRETS,304659002
304660007,INTERPRETS,311465003
304660007,INTERPRETS,3850002
304655008,IS_A,365704005
304655008,IS_A,304642007
304655008,INTERPRETS,304653001
304655008,INTERPRETS,311465003
304655008,INTERPRETS,3850002
304664003,IS_A,365682003
304664003,IS_A,304642007
304664003,INTERPRETS,304663009
304664003,INTERPRETS,311465003
304664003,INTERPRETS,3850002
304643002,IS_A,365672004
304643002,INTERPRETS,304641000
304643002,INTERPRETS,311465003
304643002,INTERPRETS,3850002
304644008,IS_A,365672004
304644008,INTERPRETS,304641000
304644008,INTERPRETS,311465003
304644008,INTERPRETS,3850002
423324006,IS_A,304644008
423324006,INTERPRETS,304641000
423324006,INTERPRETS,311465003
423324006,INTERPRETS,3850002
365682003,IS_A,365672004
365682003,INTERPRETS,304663009
365682003,INTERPRETS,311465003
365682003,INTERPRETS,3850002
365693001,IS_A,365672004
365693001,INTERPRETS,304659002
365693001,INTERPRETS,311465003
365693001,INTERPRETS,3850002
365704005,IS_A,365672004
365704005,INTERPRETS,304653001
365704005,INTERPRETS,311465003
365704005,INTERPRETS,3850002
365803008,IS_A,373930000
365803008,IS_A,118228005
365803008,INTERPRETS,304645009
365803008,INTERPRETS,311465003
365803008,INTERPRETS,3850002
304646005,IS_A,365803008
304646005,INTERPRETS,304645009
304646005,INTERPRETS,311465003
304646005,INTERPRETS,3850002
304647001,IS_A,365803008
304647001,INTERPRETS,311465003
304647001,INTERPRETS,304645009
304647001,INTERPRETS,3850002
304648006,IS_A,365803008
304648006,INTERPRETS,304645009
304648006,INTERPRETS,311465003
304648006,INTERPRETS,3850002
365715000,IS_A,373930000
365715000,IS_A,118228005
365715000,INTERPRETS,307082005
365715000,INTERPRETS,311465003
365715000,INTERPRETS,3850002
307084006,IS_A,365715000
