source,relation,target
398304003,IS_A,397775001
398304003,INTERPRETS,285854004
398304003,INTERPRETS,3850002
401269004,IS_A,247845000
401269004,INTERPRETS,285854004
401269004,INTERPRETS,3850002
415136009,IS_A,247845000
415136009,INTERPRETS,285854004
415136009,INTERPRETS,3850002
288241000119105,IS_A,247845000
288241000119105,IS_A,386808001
288241000119105,INTERPRETS,285854004
288241000119105,INTERPRETS,3850002
288251000119107,IS_A,247845000
288251000119107,IS_A,386808001
288251000119107,INTERPRETS,285854004
288251000119107,INTERPRETS,3850002
424958004,IS_A,247845000
424958004,INTERPRETS,285854004
424958004,INTERPRETS,3850002
704424002,IS_A,247845000
704424002,INTERPRETS,285854004
704424002,INTERPRETS,3850002
705047004,IS_A,247845000
705047004,INTERPRETS,285854004
705047004,INTERPRETS,3850002
247855001,IS_A,1402001
247855001,INTERPRETS,285854004
247855001,INTERPRETS,3850002
102912007,IS_A,247855001
102912007,IS_A,225873007
102912007,INTERPRETS,285854004
102912007,INTERPRETS,3850002
102915009,IS_A,247855001
102915009,IS_A,386808001
102915009,INTERPRETS,285854004
102915009,INTERPRETS,3850002
247866008,IS_A,102915009
247866008,INTERPRETS,285854004
247866008,INTERPRETS,3850002
102919003,IS_A,247866008
102919003,INTERPRETS,285854004
102919003,INTERPRETS,3850002
102920009,IS_A,102919003
102920009,INTERPRETS,285854004
102920009,INTERPRETS,3850002
247868009,IS_A,102919003
247868009,INTERPRETS,285854004
247868009,INTERPRETS,3850002
403591002,IS_A,102919003
403591002,IS_A,67431008
403591002,INTERPRETS,363896009
403591002,INTERPRETS,285854004
403591002,INTERPRETS,3850002
247869001,IS_A,247866008
247869001,INTERPRETS,285854004
247869001,INTERPRETS,3850002
34563004,IS_A,247866008
34563004,INTERPRETS,285854004
34563004,INTERPRETS,3850002
102917001,IS_A,247855001
102917001,IS_A,386808001
102917001,INTERPRETS,285854004
102917001,INTERPRETS,3850002
102921008,IS_A,247855001
102921008,IS_A,386808001
102921008,INTERPRETS,285854004
102921008,INTERPRETS,3850002
247815003,IS_A,247855001
247815003,INTERPRETS,285854004
247815003,INTERPRETS,3850002
439576009,IS_A,247815003
439576009,INTERPRETS,285854004
439576009,INTERPRETS,3850002
247818001,IS_A,102931001
247818001,IS_A,247855001
247818001,INTERPRETS,285854004
247818001,INTERPRETS,3850002
24109003,IS_A,247855001
24109003,IS_A,386808001
24109003,INTERPRETS,285854004
24109003,INTERPRETS,3850002
699391000,IS_A,247855001
699391000,INTERPRETS,285854004
699391000,INTERPRETS,3850002
286568007,IS_A,1402001
286568007,INTERPRETS,285854004
286568007,INTERPRETS,3850002
225630000,IS_A,286568007
225630000,IS_A,38617005
225630000,INTERPRETS,285854004
225630000,INTERPRETS,3850002
110357006,IS_A,225630000
110357006,INTERPRETS,285854004
110357006,INTERPRETS,3850002
714667008,IS_A,286568007
714667008,INTERPRETS,3850002
714667008,INTERPRETS,285854004
162720009,IS_A,162715009
162720009,IS_A,1402001
162720009,INTERPRETS,285854004
162720009,INTERPRETS,3850002
423170008,IS_A,1402001
423170008,INTERPRETS,285854004
423170008,INTERPRETS,3850002
704423008,IS_A,1402001
704423008,INTERPRETS,285854004
704423008,INTERPRETS,3850002
49971008,IS_A,106131003
49971008,INTERPRETS,285854004
49971008,INTERPRETS,3850002
416383008,IS_A,106131003
416383008,INTERPRETS,285854004
416383008,INTERPRETS,3850002
281143003,IS_A,416383008
281143003,INTERPRETS,285854004
281143003,INTERPRETS,3850002
28290006,IS_A,416383008
28290006,INTERPRETS,285854004
28290006,INTERPRETS,3850002
39370001,IS_A,416383008
39370001,INTERPRETS,285854004
39370001,INTERPRETS,3850002
6140007,IS_A,416383008
6140007,INTERPRETS,285854004
6140007,INTERPRETS,3850002
88729006,IS_A,416383008
88729006,INTERPRETS,285854004
88729006,INTERPRETS,3850002
932006,IS_A,225652009
932006,IS_A,416383008
932006,INTERPRETS,247791000
932006,INTERPRETS,285854004
932006,INTERPRETS,4065008
420038007,IS_A,106131003
420038007,INTERPRETS,285854004
420038007,INTERPRETS,3850002
272024005,IS_A,420038007
272024005,IS_A,418799008
272024005,INTERPRETS,285854004
272024005,INTERPRETS,3850002
421369008,IS_A,106131003
421369008,INTERPRETS,285854004
421369008,INTERPRETS,3850002
310480000,IS_A,271951008
310480000,IS_A,106131003
310480000,IS_A,418799008
310480000,INTERPRETS,285854004
310480000,INTERPRETS,28263002
310480000,INTERPRETS,3850002
425363002,IS_A,106131003
425363002,INTERPRETS,285854004
425363002,INTERPRETS,3850002
134416003,IS_A,106131003
134416003,INTERPRETS,285854004
134416003,INTERPRETS,3850002
274646000,IS_A,106131003
274646000,INTERPRETS,285854004
274646000,INTERPRETS,3850002
366979004,IS_A,106131003
366979004,INTERPRETS,285854004
366979004,INTERPRETS,3850002
272022009,IS_A,418799008
272022009,IS_A,366979004
272022009,INTERPRETS,285854004
272022009,INTERPRETS,3850002
704678007,IS_A,366979004
704678007,INTERPRETS,285854004
704678007,INTERPRETS,3850002
276302000,IS_A,106131003
276302000,INTERPRETS,285854004
276302000,INTERPRETS,3850002
225873007,IS_A,106126000
225873007,INTERPRETS,285854004
225873007,INTERPRETS,3850002
224965009,IS_A,225873007
224965009,INTERPRETS,285854004
224965009,INTERPRETS,3850002
74506000,IS_A,224965009
74506000,IS_A,365574009
74506000,INTERPRETS,160476009
74506000,INTERPRETS,285854004
74506000,INTERPRETS,3850002
225021007,IS_A,74506000
225021007,INTERPRETS,160476009
225021007,INTERPRETS,285854004
225021007,INTERPRETS,3850002
424773009,IS_A,225021007
424773009,IS_A,365241005
424773009,INTERPRETS,225032007
424773009,INTERPRETS,160476009
424773009,INTERPRETS,285854004
424773009,INTERPRETS,3850002
423136007,IS_A,225021007
423136007,INTERPRETS,285854004
423136007,INTERPRETS,160476009
423136007,INTERPRETS,364667003
423136007,INTERPRETS,3850002
225614008,IS_A,74506000
225614008,INTERPRETS,160476009
225614008,INTERPRETS,285854004
225614008,INTERPRETS,3850002
225615009,IS_A,74506000
225615009,INTERPRETS,160476009
225615009,INTERPRETS,285854004
225615009,INTERPRETS,3850002
304636008,IS_A,74506000
304636008,INTERPRETS,160476009
304636008,INTERPRETS,285854004
304636008,INTERPRETS,3850002
3763000,IS_A,74506000
3763000,INTERPRETS,160476009
3763000,INTERPRETS,285854004
3763000,INTERPRETS,3850002
130966005,IS_A,74506000
130966005,INTERPRETS,160476009
130966005,INTERPRETS,285854004
130966005,INTERPRETS,3850002
397847006,IS_A,74506000
397847006,INTERPRETS,160476009
397847006,INTERPRETS,285854004
397847006,INTERPRETS,3850002
427589004,IS_A,74506000
427589004,INTERPRETS,160476009
427589004,INTERPRETS,285854004
427589004,INTERPRETS,3850002
14621004,IS_A,74506000
14621004,INTERPRETS,285854004
14621004,INTERPRETS,160476009
14621004,INTERPRETS,3850002
225020008,IS_A,14621004
225020008,INTERPRETS,160476009
225020008,INTERPRETS,285854004
225020008,INTERPRETS,3850002
53339009,IS_A,74506000
53339009,INTERPRETS,285854004
53339009,INTERPRETS,160476009
53339009,INTERPRETS,3850002
365241005,IS_A,224965009
365241005,INTERPRETS,225032007
365241005,INTERPRETS,285854004
365241005,INTERPRETS,3850002
225024004,IS_A,365241005
225024004,INTERPRETS,225032007
225024004,INTERPRETS,285854004
225024004,INTERPRETS,3850002
225025003,IS_A,365241005
225025003,INTERPRETS,225032007
225025003,INTERPRETS,285854004
225025003,INTERPRETS,3850002
225026002,IS_A,365241005
225026002,INTERPRETS,225032007
225026002,INTERPRETS,285854004
225026002,INTERPRETS,3850002
225027006,IS_A,365241005
225027006,INTERPRETS,225032007
225027006,INTERPRETS,285854004
225027006,INTERPRETS,3850002
225029009,IS_A,365241005
225029009,INTERPRETS,225032007
225029009,INTERPRETS,285854004
225029009,INTERPRETS,3850002
225030004,IS_A,365241005
225030004,INTERPRETS,225032007
225030004,INTERPRETS,285854004
225030004,INTERPRETS,3850002
225031000,IS_A,365241005
225031000,INTERPRETS,225032007
225031000,INTERPRETS,285854004
225031000,INTERPRETS,3850002
425218000,IS_A,365241005
425218000,INTERPRETS,225032007
425218000,INTERPRETS,285854004
425218000,INTERPRETS,3850002
424068007,IS_A,425218000
424068007,INTERPRETS,285854004
424068007,INTERPRETS,225032007
424068007,INTERPRETS,3850002
225022000,IS_A,224965009
225022000,INTERPRETS,285854004
225022000,INTERPRETS,3850002
225023005,IS_A,224965009
225023005,INTERPRETS,285854004
225023005,INTERPRETS,3850002
225028001,IS_A,224965009
225028001,INTERPRETS,285854004
225028001,INTERPRETS,3850002
304243005,IS_A,225028001
304243005,INTERPRETS,285854004
304243005,INTERPRETS,3850002
279644004,IS_A,224965009
279644004,INTERPRETS,285854004
279644004,INTERPRETS,3850002
225872002,IS_A,225873007
225872002,INTERPRETS,285854004
225872002,INTERPRETS,3850002
225875000,IS_A,225873007
225875000,INTERPRETS,285854004
225875000,INTERPRETS,3850002
225876004,IS_A,225875000
225876004,INTERPRETS,285854004
225876004,INTERPRETS,3850002
304244004,IS_A,225873007
304244004,INTERPRETS,285854004
304244004,INTERPRETS,3850002
102498003,IS_A,225873007
102498003,INTERPRETS,285854004
102498003,INTERPRETS,3850002
409029008,IS_A,225873007
409029008,INTERPRETS,399069006
409029008,INTERPRETS,285854004
409029008,INTERPRETS,3850002
288545008,IS_A,106126000
288545008,INTERPRETS,285854004
288545008,INTERPRETS,3850002
51078006,IS_A,288545008
51078006,INTERPRETS,285854004
51078006,INTERPRETS,3850002
18318000,IS_A,106126000
18318000,INTERPRETS,285854004
18318000,INTERPRETS,3850002
27764006,IS_A,106126000
27764006,INTERPRETS,285854004
27764006,INTERPRETS,3850002
28669007,IS_A,106126000
28669007,INTERPRETS,285854004
28669007,INTERPRETS,3850002
35991009,IS_A,106126000
35991009,INTERPRETS,285854004
35991009,INTERPRETS,3850002
40634001,IS_A,106126000
40634001,INTERPRETS,285854004
40634001,INTERPRETS,3850002
45763006,IS_A,106126000
45763006,INTERPRETS,285854004
45763006,INTERPRETS,3850002
47544006,IS_A,106126000
47544006,INTERPRETS,285854004
47544006,INTERPRETS,3850002
53489000,IS_A,106126000
53489000,INTERPRETS,285854004
53489000,INTERPRETS,3850002
105485001,IS_A,248539004
105485001,IS_A,266949007
105485001,IS_A,53489000
105485001,INTERPRETS,160476009
105485001,INTERPRETS,285854004
105485001,INTERPRETS,3850002
302202009,IS_A,105485001
302202009,INTERPRETS,160476009
302202009,INTERPRETS,285854004
302202009,INTERPRETS,3850002
263897001,IS_A,53489000
263897001,INTERPRETS,285854004
263897001,INTERPRETS,3850002
224970002,IS_A,263897001
224970002,INTERPRETS,285854004
224970002,INTERPRETS,3850002
250070007,IS_A,263897001
250070007,INTERPRETS,285854004
250070007,INTERPRETS,3850002
425131000,IS_A,53489000
425131000,INTERPRETS,285854004
425131000,INTERPRETS,3850002
423157004,IS_A,53489000
423157004,INTERPRETS,285854004
423157004,INTERPRETS,3850002
54038000,IS_A,106126000
54038000,INTERPRETS,285854004
54038000,INTERPRETS,3850002
67877007,IS_A,106126000
67877007,INTERPRETS,285854004
67877007,INTERPRETS,3850002
77416000,IS_A,106126000
77416000,INTERPRETS,285854004
77416000,INTERPRETS,3850002
83765003,IS_A,106126000
83765003,INTERPRETS,285854004
83765003,INTERPRETS,3850002
247795009,IS_A,83765003
247795009,IS_A,365175003
247795009,INTERPRETS,247794008
247795009,INTERPRETS,285854004
247795009,INTERPRETS,3850002
89561004,IS_A,106126000
89561004,INTERPRETS,285854004
89561004,INTERPRETS,3850002
247805009,IS_A,106126000
247805009,INTERPRETS,285854004
247805009,INTERPRETS,3850002
271596009,IS_A,106126000
271596009,IS_A,69328002
271596009,INTERPRETS,285854004
271596009,INTERPRETS,278844005
271596009,INTERPRETS,3850002
365151003,IS_A,106126000
365151003,INTERPRETS,247790004
365151003,INTERPRETS,285854004
365151003,INTERPRETS,3850002
285842004,IS_A,365151003
285842004,INTERPRETS,247790004
285842004,INTERPRETS,285854004
285842004,INTERPRETS,3850002
34413007,IS_A,365151003
34413007,INTERPRETS,247790004
34413007,INTERPRETS,285854004
34413007,INTERPRETS,3850002
45991007,IS_A,365151003
45991007,INTERPRETS,247790004
45991007,INTERPRETS,285854004
45991007,INTERPRETS,3850002
365164002,IS_A,365151003
365164002,INTERPRETS,247793002
365164002,INTERPRETS,285854004
365164002,INTERPRETS,3850002
285843009,IS_A,365164002
285843009,INTERPRETS,247793002
285843009,INTERPRETS,285854004
285843009,INTERPRETS,3850002
365175003,IS_A,365164002
365175003,INTERPRETS,247794008
365175003,INTERPRETS,285854004
365175003,INTERPRETS,3850002
247796005,IS_A,365175003
247796005,INTERPRETS,285854004
247796005,INTERPRETS,247794008
247796005,INTERPRETS,3850002
430641005,IS_A,247796005
430641005,INTERPRETS,285854004
430641005,INTERPRETS,247794008
430641005,INTERPRETS,3850002
365186001,IS_A,106126000
365186001,INTERPRETS,247791000
365186001,INTERPRETS,285854004
365186001,INTERPRETS,3850002
225652009,IS_A,365186001
225652009,INTERPRETS,247791000
225652009,INTERPRETS,285854004
225652009,INTERPRETS,3850002
225650001,IS_A,225652009
225650001,INTERPRETS,247791000
225650001,INTERPRETS,285854004
225650001,INTERPRETS,3850002
285846001,IS_A,225652009
285846001,INTERPRETS,247791000
285846001,INTERPRETS,285854004
285846001,INTERPRETS,3850002
285847005,IS_A,225652009
285847005,INTERPRETS,247791000
285847005,INTERPRETS,285854004
285847005,INTERPRETS,3850002
247792007,IS_A,365186001
247792007,INTERPRETS,247791000
247792007,INTERPRETS,285854004
247792007,INTERPRETS,3850002
365197001,IS_A,106126000
365197001,INTERPRETS,225008000
365197001,INTERPRETS,285854004
365197001,INTERPRETS,3850002
285850008,IS_A,365197001
285850008,INTERPRETS,225008000
285850008,INTERPRETS,285854004
285850008,INTERPRETS,3850002
716807006,IS_A,285850008
716807006,INTERPRETS,3850002
716807006,INTERPRETS,285854004
716807006,INTERPRETS,225008000
285851007,IS_A,365197001
285851007,INTERPRETS,225008000
285851007,INTERPRETS,285854004
285851007,INTERPRETS,3850002
285852000,IS_A,365197001
285852000,INTERPRETS,225008000
285852000,INTERPRETS,285854004
285852000,INTERPRETS,3850002
285849008,IS_A,365208007
285849008,IS_A,285852000
285849008,INTERPRETS,285854004
285849008,INTERPRETS,225007005
285849008,INTERPRETS,3850002
365208007,IS_A,365197001
365208007,INTERPRETS,225007005
365208007,INTERPRETS,285854004
365208007,INTERPRETS,3850002
365219005,IS_A,106126000
365219005,INTERPRETS,225000007
365219005,INTERPRETS,285854004
365219005,INTERPRETS,3850002
224999007,IS_A,365219005
224999007,INTERPRETS,225000007
224999007,INTERPRETS,285854004
224999007,INTERPRETS,3850002
285844003,IS_A,365219005
285844003,INTERPRETS,225000007
285844003,INTERPRETS,285854004
285844003,INTERPRETS,3850002
285845002,IS_A,365219005
285845002,INTERPRETS,225000007
285845002,INTERPRETS,285854004
285845002,INTERPRETS,3850002
286569004,IS_A,365219005
286569004,INTERPRETS,225000007
286569004,INTERPRETS,285854004
286569004,INTERPRETS,3850002
365230008,IS_A,106126000
365230008,INTERPRETS,225004003
365230008,INTERPRETS,285854004
365230008,INTERPRETS,3850002
225003009,IS_A,365230008
225003009,INTERPRETS,225004003
225003009,INTERPRETS,285854004
225003009,INTERPRETS,3850002
285853005,IS_A,365230008
285853005,INTERPRETS,225004003
285853005,INTERPRETS,285854004
285853005,INTERPRETS,3850002
301846009,IS_A,365230008
301846009,INTERPRETS,225004003
301846009,INTERPRETS,285854004
301846009,INTERPRETS,3850002
93831000119104,IS_A,397706001
93831000119104,IS_A,365230008
93831000119104,INTERPRETS,364667003
93831000119104,INTERPRETS,225004003
93831000119104,INTERPRETS,285854004
93831000119104,INTERPRETS,364644000
93831000119104,INTERPRETS,3850002
224969003,IS_A,106126000
224969003,INTERPRETS,285854004
224969003,INTERPRETS,3850002
224972005,IS_A,106126000
224972005,INTERPRETS,285854004
224972005,INTERPRETS,3850002
224973000,IS_A,106126000
224973000,INTERPRETS,285854004
224973000,INTERPRETS,3850002
224976008,IS_A,106126000
224976008,INTERPRETS,285854004
224976008,INTERPRETS,3850002
224975007,IS_A,224976008
224975007,INTERPRETS,285854004
224975007,INTERPRETS,3850002
224978009,IS_A,106126000
224978009,INTERPRETS,285854004
224978009,INTERPRETS,3850002
225009008,IS_A,106126000
225009008,INTERPRETS,285854004
225009008,INTERPRETS,3850002
225010003,IS_A,106126000
225010003,INTERPRETS,285854004
225010003,INTERPRETS,3850002
225011004,IS_A,106126000
225011004,INTERPRETS,285854004
225011004,INTERPRETS,3850002
225012006,IS_A,106126000
225012006,INTERPRETS,285854004
225012006,INTERPRETS,3850002
225013001,IS_A,106126000
225013001,INTERPRETS,285854004
225013001,INTERPRETS,3850002
225014007,IS_A,106126000
225014007,INTERPRETS,285854004
225014007,INTERPRETS,3850002
225015008,IS_A,106126000
225015008,INTERPRETS,285854004
225015008,INTERPRETS,3850002
225017000,IS_A,106126000
225017000,INTERPRETS,285854004
225017000,INTERPRETS,3850002
225018005,IS_A,106126000
225018005,INTERPRETS,285854004
225018005,INTERPRETS,3850002
225019002,IS_A,106126000
225019002,INTERPRETS,285854004
225019002,INTERPRETS,3850002
225457007,IS_A,106126000
225457007,INTERPRETS,285854004
225457007,INTERPRETS,3850002
247775003,IS_A,106126000
247775003,INTERPRETS,285854004
247775003,INTERPRETS,3850002
267076002,IS_A,106126000
267076002,INTERPRETS,285854004
267076002,INTERPRETS,3850002
271599002,IS_A,106126000
271599002,INTERPRETS,285854004
271599002,INTERPRETS,3850002
162728002,IS_A,162715009
162728002,IS_A,271599002
162728002,INTERPRETS,285854004
162728002,INTERPRETS,3850002
307048004,IS_A,106126000
307048004,INTERPRETS,285854004
307048004,INTERPRETS,3850002
307049007,IS_A,106126000
307049007,INTERPRETS,285854004
307049007,INTERPRETS,3850002
307075006,IS_A,106126000
307075006,INTERPRETS,285854004
307075006,INTERPRETS,3850002
16320008,IS_A,106126000
16320008,INTERPRETS,285854004
16320008,INTERPRETS,3850002
16962006,IS_A,106126000
16962006,INTERPRETS,285854004
16962006,INTERPRETS,3850002
23682002,IS_A,106126000
23682002,INTERPRETS,285854004
23682002,INTERPRETS,3850002
24199005,IS_A,106126000
24199005,INTERPRETS,285854004
24199005,INTERPRETS,3850002
247908007,IS_A,162221009
247908007,IS_A,24199005
247908007,INTERPRETS,363896009
247908007,INTERPRETS,285854004
247908007,INTERPRETS,3850002
247910009,IS_A,24199005
247910009,IS_A,162221009
247910009,INTERPRETS,363896009
247910009,INTERPRETS,285854004
247910009,INTERPRETS,3850002
284514000,IS_A,162221009
284514000,IS_A,24199005
284514000,INTERPRETS,363896009
284514000,INTERPRETS,285854004
284514000,INTERPRETS,3850002
162721008,IS_A,162715009
162721008,IS_A,24199005
162721008,INTERPRETS,285854004
162721008,INTERPRETS,3850002
33300005,IS_A,106023006
33300005,IS_A,106126000
33300005,INTERPRETS,285854004
33300005,INTERPRETS,3850002
13740005,IS_A,33300005
13740005,INTERPRETS,285854004
13740005,INTERPRETS,3850002
19391002,IS_A,33300005
19391002,INTERPRETS,285854004
19391002,INTERPRETS,3850002
59602008,IS_A,33300005
59602008,INTERPRETS,285854004
59602008,INTERPRETS,3850002
7571003,IS_A,106126000
7571003,INTERPRETS,285854004
7571003,INTERPRETS,3850002
247893006,IS_A,7571003
247893006,INTERPRETS,285854004
247893006,INTERPRETS,3850002
302759005,IS_A,7571003
302759005,IS_A,41189006
302759005,INTERPRETS,311465003
302759005,INTERPRETS,285854004
302759005,INTERPRETS,424682006
302759005,INTERPRETS,3850002
267097001,IS_A,7571003
267097001,INTERPRETS,285854004
267097001,INTERPRETS,3850002
225459005,IS_A,106126000
225459005,INTERPRETS,285854004
225459005,INTERPRETS,3850002
225458002,IS_A,225459005
225458002,INTERPRETS,285854004
225458002,INTERPRETS,3850002
247806005,IS_A,106126000
247806005,INTERPRETS,285854004
247806005,INTERPRETS,3850002
386816005,IS_A,106126000
386816005,INTERPRETS,285854004
386816005,INTERPRETS,3850002
284486006,IS_A,386816005
284486006,INTERPRETS,285854004
284486006,INTERPRETS,3850002
284487002,IS_A,284486006
284487002,INTERPRETS,285854004
284487002,INTERPRETS,3850002
309838005,IS_A,386816005
309838005,INTERPRETS,285854004
309838005,INTERPRETS,3850002
39178003,IS_A,386816005
39178003,INTERPRETS,285854004
39178003,INTERPRETS,3850002
76187003,IS_A,90415008
76187003,IS_A,386816005
76187003,INTERPRETS,363896009
76187003,INTERPRETS,285854004
76187003,INTERPRETS,3850002
224977004,IS_A,106126000
224977004,INTERPRETS,285854004
224977004,INTERPRETS,3850002
162718006,IS_A,162715009
162718006,IS_A,224977004
162718006,INTERPRETS,285854004
162718006,INTERPRETS,3850002
409068001,IS_A,106126000
409068001,INTERPRETS,285854004
409068001,INTERPRETS,3850002
424196004,IS_A,106126000
424196004,INTERPRETS,285854004
424196004,INTERPRETS,3850002
300943008,IS_A,424196004
300943008,INTERPRETS,285854004
300943008,INTERPRETS,3850002
162189001,IS_A,418799008
162189001,IS_A,424196004
162189001,INTERPRETS,285854004
162189001,INTERPRETS,3850002
162190005,IS_A,424196004
162190005,INTERPRETS,285854004
162190005,INTERPRETS,3850002
162724000,IS_A,162715009
162724000,IS_A,424196004
162724000,INTERPRETS,285854004
162724000,INTERPRETS,3850002
48694002,IS_A,106126000
48694002,INTERPRETS,285854004
48694002,INTERPRETS,3850002
279622009,IS_A,48694002
279622009,INTERPRETS,285854004
279622009,INTERPRETS,3850002
231507004,IS_A,279622009
231507004,INTERPRETS,285854004
231507004,INTERPRETS,3850002
129869000,IS_A,48694002
129869000,INTERPRETS,285854004
129869000,INTERPRETS,3850002
198288003,IS_A,48694002
198288003,INTERPRETS,285854004
198288003,INTERPRETS,3850002
207363009,IS_A,198288003
207363009,INTERPRETS,285854004
207363009,INTERPRETS,3850002
191708009,IS_A,198288003
191708009,INTERPRETS,285854004
191708009,INTERPRETS,3850002
191709001,IS_A,198288003
191709001,INTERPRETS,285854004
191709001,INTERPRETS,3850002
231506008,IS_A,198288003
231506008,INTERPRETS,285854004
231506008,INTERPRETS,3850002
386808001,IS_A,198288003
386808001,INTERPRETS,285854004
386808001,INTERPRETS,3850002
102913002,IS_A,386808001
102913002,INTERPRETS,285854004
102913002,INTERPRETS,3850002
102924000,IS_A,386808001
102924000,INTERPRETS,285854004
102924000,INTERPRETS,3850002
102925004,IS_A,386808001
102925004,INTERPRETS,285854004
102925004,INTERPRETS,3850002
102927007,IS_A,386808001
102927007,INTERPRETS,285854004
102927007,INTERPRETS,3850002
102928002,IS_A,386808001
102928002,INTERPRETS,285854004
102928002,INTERPRETS,3850002
102929005,IS_A,386808001
102929005,INTERPRETS,285854004
102929005,INTERPRETS,3850002
102930000,IS_A,386808001
102930000,INTERPRETS,285854004
102930000,INTERPRETS,3850002
102931001,IS_A,386808001
102931001,INTERPRETS,285854004
102931001,INTERPRETS,3850002
102932008,IS_A,386808001
102932008,INTERPRETS,285854004
102932008,INTERPRETS,3850002
110358001,IS_A,386808001
110358001,INTERPRETS,285854004
110358001,INTERPRETS,3850002
191733007,IS_A,386808001
191733007,INTERPRETS,285854004
191733007,INTERPRETS,3850002
198280005,IS_A,386808001
198280005,INTERPRETS,285854004
198280005,INTERPRETS,3850002
19887002,IS_A,386808001
19887002,INTERPRETS,285854004
19887002,INTERPRETS,3850002
231501003,IS_A,386808001
231501003,INTERPRETS,285854004
231501003,INTERPRETS,3850002
247854002,IS_A,386808001
247854002,INTERPRETS,285854004
247854002,INTERPRETS,3850002
271947006,IS_A,386808001
271947006,INTERPRETS,285854004
271947006,INTERPRETS,3850002
280947008,IS_A,386808001
280947008,INTERPRETS,285854004
280947008,INTERPRETS,3850002
313387002,IS_A,301354004
313387002,IS_A,386808001
313387002,INTERPRETS,285854004
313387002,INTERPRETS,3850002
34652008,IS_A,386808001
34652008,INTERPRETS,285854004
34652008,INTERPRETS,3850002
370567003,IS_A,386808001
370567003,INTERPRETS,285854004
370567003,INTERPRETS,3850002
38617005,IS_A,386808001
38617005,INTERPRETS,285854004
38617005,INTERPRETS,3850002
54307006,IS_A,386808001
54307006,INTERPRETS,285854004
54307006,INTERPRETS,3850002
58963008,IS_A,386808001
58963008,INTERPRETS,285854004
58963008,INTERPRETS,3850002
75007009,IS_A,386808001
75007009,INTERPRETS,285854004
75007009,INTERPRETS,3850002
440575001,IS_A,386808001
440575001,INTERPRETS,285854004
440575001,INTERPRETS,3850002
300895004,IS_A,48694002
300895004,INTERPRETS,285854004
300895004,INTERPRETS,3850002
35429005,IS_A,48694002
35429005,INTERPRETS,285854004
35429005,INTERPRETS,3850002
36646009,IS_A,35429005
36646009,INTERPRETS,285854004
36646009,INTERPRETS,3850002
5874002,IS_A,35429005
5874002,INTERPRETS,285854004
5874002,INTERPRETS,3850002
11458009,IS_A,35429005
11458009,INTERPRETS,285854004
11458009,INTERPRETS,3850002
79823003,IS_A,48694002
79823003,INTERPRETS,285854004
79823003,INTERPRETS,3850002
225624000,IS_A,79823003
225624000,INTERPRETS,285854004
225624000,INTERPRETS,3850002
231502005,IS_A,225624000
231502005,INTERPRETS,285854004
231502005,INTERPRETS,3850002
231503000,IS_A,225624000
231503000,INTERPRETS,285854004
231503000,INTERPRETS,3850002
395017009,IS_A,308921004
395017009,IS_A,225624000
395017009,INTERPRETS,285854004
395017009,INTERPRETS,3850002
417676004,IS_A,162723006
417676004,IS_A,225624000
417676004,INTERPRETS,285854004
417676004,INTERPRETS,3850002
80583007,IS_A,79823003
80583007,INTERPRETS,285854004
80583007,INTERPRETS,3850002
81350009,IS_A,48694002
81350009,INTERPRETS,285854004
81350009,INTERPRETS,3850002
162723006,IS_A,162715009
162723006,IS_A,48694002
162723006,INTERPRETS,285854004
162723006,INTERPRETS,3850002
386738004,IS_A,38276004
386738004,IS_A,106126000
386738004,INTERPRETS,285854004
386738004,INTERPRETS,53492001
386738004,INTERPRETS,3850002
449892005,IS_A,106126000
449892005,INTERPRETS,285854004
449892005,INTERPRETS,3850002
708891002,IS_A,106126000
708891002,INTERPRETS,285854004
708891002,INTERPRETS,3850002
713460009,IS_A,106126000
713460009,IS_A,78222005
713460009,INTERPRETS,285854004
713460009,INTERPRETS,3850002
713460009,INTERPRETS,224992003
106139001,IS_A,36456004
106139001,INTERPRETS,3850002
102943000,IS_A,106139001
102943000,INTERPRETS,3850002
192496000,IS_A,102943000
192496000,INTERPRETS,3850002
192498004,IS_A,192496000
192498004,INTERPRETS,3850002
268729004,IS_A,192496000
268729004,INTERPRETS,3850002
61921000119107,IS_A,102943000
61921000119107,INTERPRETS,3850002
67331009,IS_A,106139001
67331009,INTERPRETS,3850002
162219004,IS_A,67331009
162219004,INTERPRETS,3850002
224951007,IS_A,67331009
224951007,INTERPRETS,3850002
225623006,IS_A,67331009
225623006,INTERPRETS,3850002
286694005,IS_A,225623006
286694005,INTERPRETS,3850002
286695006,IS_A,225623006
286695006,INTERPRETS,3850002
112091009,IS_A,67331009
112091009,INTERPRETS,3850002
286703002,IS_A,67331009
286703002,INTERPRETS,3850002
286704008,IS_A,286703002
286704008,INTERPRETS,3850002
286705009,IS_A,286703002
286705009,INTERPRETS,3850002
286706005,IS_A,67331009
286706005,INTERPRETS,3850002
286707001,IS_A,286706005
286707001,INTERPRETS,3850002
286708006,IS_A,286706005
286708006,INTERPRETS,3850002
286709003,IS_A,67331009
286709003,INTERPRETS,3850002
286710008,IS_A,286709003
286710008,INTERPRETS,3850002
286711007,IS_A,286710008
286711007,INTERPRETS,3850002
286712000,IS_A,286710008
286712000,INTERPRETS,3850002
286713005,IS_A,286709003
286713005,INTERPRETS,3850002
286714004,IS_A,67331009
286714004,INTERPRETS,3850002
286715003,IS_A,286714004
