turn,mean_cumulative_sentiment,sem
1,-0.26242,0.2336312530463337
2,-0.20101999999999998,0.10692598678525253
3,0.09204666666666668,0.05166135306009705
4,0.077795,0.09755543436938814
5,-0.020299999999999995,0.11452059098694874
6,-0.0018000000000000017,0.1322487034172946
7,0.057754285714285716,0.13664184880518107
8,0.023534999999999993,0.10976358887969179
9,0.03607333333333334,0.10766572810048426
10,-0.008142,0.08148046056570864
