turn,mean_cumulative_sentiment,sem
1,-0.26242,0.2336312530463337
2,0.13138,0.15215229344311573
3,0.2562,0.13290685418325457
4,0.286295,0.11157159679999207
5,0.20744400000000002,0.11634548111551218
6,0.21364,0.10915881455221307
7,0.26870571428571427,0.10083832711983343
8,0.3230075,0.08499657406698816
9,0.2960844444444445,0.08155103307170138
10,0.289486,0.06049649275784506
