turn,mean_cumulative_sentiment,sem
1,-0.26242,0.2336312530463337
2,-0.06502000000000001,0.13120816152206385
3,0.07851333333333334,0.07114005482145765
4,0.06383,0.07167246568592434
5,0.070304,0.1046772757383378
6,0.07454999999999999,0.11359798804947599
7,0.1324057142857143,0.08835196284619551
8,0.13765,0.06597431768309545
9,0.11095999999999999,0.058491233763364014
10,0.142964,0.041272389511633555
