turn,mean_cumulative_sentiment,sem
1,-0.26242,0.2336312530463337
2,0.07968,0.15117995039025514
3,0.18198666666666666,0.14538322713894247
4,0.21645499999999998,0.12039476042378257
5,0.299276,0.0824773545647531
6,0.27043333333333336,0.08367903079293189
7,0.31849428571428573,0.07097588705227391
8,0.3114375,0.039812316914806654
9,0.3038822222222222,0.03584451412130722
10,0.30320800000000003,0.025285339309568312
