turn,mean_cumulative_sentiment,sem
1,-0.26242,0.2336312530463337
2,-0.015389999999999987,0.24203247478386036
3,-0.10690666666666664,0.16311652903505655
4,-0.170065,0.15813062669830916
5,-0.18074,0.09282375342551066
6,-0.18145333333333333,0.12861629059164922
7,-0.13372,0.11279360757686618
8,-0.12459250000000002,0.09560478091798025
9,-0.12104222222222223,0.07717298905385338
10,-0.125542,0.03698784075882235
