turn,mean_cumulative_sentiment,sem
1,-0.26242,0.2336312530463337
2,-0.09837,0.17416771844977474
3,0.018740000000000014,0.14005458832580642
4,-0.045899999999999996,0.11166099335712538
5,-0.026059999999999993,0.12185908681752049
6,-0.10223,0.10083763522503777
7,-0.1492457142857143,0.08687834532099634
8,-0.12554,0.08075220211780605
9,-0.07592888888888889,0.10348398680919636
10,-0.090804,0.12330500049065325
