turn,mean_cumulative_sentiment,sem
1,-0.26242,0.2336312530463337
2,0.09035000000000001,0.2145875590522433
3,0.08924,0.22692085805897663
4,0.172045,0.17765627704925036
5,0.03582400000000001,0.15828992405077463
6,-0.010036666666666656,0.14426570879226058
7,0.03168571428571428,0.15965032344317442
8,0.08099500000000001,0.13553390244695238
9,0.08624666666666667,0.13326491677097657
10,0.06592400000000001,0.12666874632678735
