turn,mean_cumulative_sentiment,sem
1,-0.26242,0.2336312530463337
2,-0.10696000000000001,0.22444074518678647
3,-0.15159333333333333,0.18299755292838696
4,-0.100875,0.152530873514184
5,-0.14939200000000002,0.09746589774890498
6,-0.12265333333333335,0.09691857255219742
7,-0.07962857142857144,0.05201447934204946
8,-0.050247500000000014,0.035080949112374374
9,-0.028293333333333344,0.028387453018699802
10,-0.009358000000000009,0.03634878861805438
