turn,mean_cumulative_sentiment,sem
1,-0.26242,0.2336312530463337
2,-0.17475,0.17452884933442953
3,0.0222,0.15008945369715726
4,0.065935,0.17879792619742546
5,0.17854,0.1735656379586697
6,0.1597,0.18840792999057482
7,0.20770857142857144,0.19328160742126224
8,0.20034749999999998,0.15672174223962992
9,0.20483333333333334,0.13677261372145205
10,0.24505999999999997,0.11436875696622743
