turn,mean_cumulative_sentiment,sem
1,-0.26242,0.2336312530463337
2,0.10776,0.17438524335504996
3,0.07631333333333332,0.15106063300689707
4,0.02904500000000001,0.13856133353140046
5,0.048931999999999996,0.1437544621359629
6,0.04497333333333333,0.14503703134410573
7,0.027711428571428588,0.11530211827000846
8,0.058450000000000016,0.11228326922064123
9,0.11151111111111112,0.09365044455544298
10,0.11716600000000002,0.07001528344583059
