turn,mean_cumulative_sentiment,sem
1,-0.26242,0.2336312530463337
2,-0.14245999999999998,0.2505000166666661
3,0.019013333333333337,0.16136264217249568
4,0.083815,0.10595830418140902
5,0.039436000000000006,0.1354939978596838
6,-0.018376666666666666,0.12834065894676125
7,-0.02438857142857141,0.13155178327043937
8,0.010682500000000011,0.12720403317603574
9,0.007246666666666665,0.1377733585043939
10,0.00930999999999999,0.1417105968514705
