turn,mean_cumulative_sentiment,sem
1,-0.26242,0.2336312530463337
2,-0.054770000000000006,0.09917918960144816
3,0.05195333333333335,0.15788128472579221
4,0.0010599999999999943,0.1771046226104785
5,0.05115599999999999,0.18242751737608007
6,0.10126666666666669,0.15869438728435092
7,0.09749142857142856,0.14689426862577737
8,0.127795,0.13521314629595008
9,0.05656222222222222,0.13131000401932655
10,0.04217399999999999,0.15765458323816658
